Region,District,GPS_longitude,GPS_latitude,Altitude,Month,Treatment,Season,Aflatoxin
Western,Masindi,31.8535363,1.8228,1057.45,Oct,Treated,2021B,0.5
Western,Masindi,31.8285954,1.8203,1079.63,Oct,Control,2021B,0.4
Western,Masindi,31.9093606,1.8089,1087.69,Oct,Treated,2021B,0
Western,Masindi,31.8666884,1.8106,1098.22,Oct,Control,2021B,0
Western,Masindi,31.8931209,1.8019,1106.35,Oct,Treated,2021B,0.7
Western,Masindi,31.8931209,1.8019,1103.8,Oct,Control,2021B,1
Western,Masindi,31.893627,1.8064,1099.39,Oct,Treated,2021B,0.4
Western,Masindi,31.893627,1.8042,1119.27,Oct,Control,2021B,0.8
Western,Masindi,31.8842859,1.8092,1091.5,Oct,Treated,2021B,0
Western,Masindi,31.7177778,1.8086111,1091.56,Oct,Control,2021B,0
Northern,Adjumani,31.7643284,3.3784016,791.7188023,July,Treated,2021A,1.5
Northern,Adjumani,31.7645011,3.3791764,779.7749285,July,Control,2021A,2.8
Northern,Adjumani,31.7348802,3.3647158,777.8201057,July,Treated,2021A,1.5
Northern,Adjumani,31.7352497,3.3638544,776.3473569,July,Control,2021A,2
Northern,Adjumani,31.685641,3.3202467,725.1130246,July,Treated,2021A,1.6
Northern,Adjumani,31.6861939,3.3201468,727.3111383,July,Control,2021A,2.4
Northern,Adjumani,31.7417844,3.2042023,868.4904117,July,Control,2021A,3.8
Northern,Adjumani,31.7412104,3.2041918,870.2537414,July,Treated,2021A,2.8
Northern,Adjumani,31.7752652,3.1984937,876.3514277,July,Control,2021A,2.5
Northern,Adjumani,31.7752652,3.1984937,876.3514277,July,Treated,2021A,2
Northern,Adjumani,31.7804249,3.3331146,798.161767,July,Treated,2021A,2.5
Northern,Adjumani,31.779891,3.3328092,805.0328915,July,Control,2021A,2.7
Northern,Adjumani,31.7610346,3.3895839,787.6291173,July,Treated,2021A,0.95
Northern,Adjumani,31.7617383,3.3895485,783.1293677,July,Control,2021A,3.1
Eastern,Amuria,34.4804962,1.3605992,2093.293457,July,Treated,2021A,0
Eastern,Amuria,33.484526,2.0505218,1129.245086,July,Treated,2021A,1.2
Eastern,Amuria,33.4852253,2.0508349,1144.728396,July,Control,2021A,1.7
Northern,Arua,30.9751781,2.8494835,1031.431042,July,Control,2021A,14.6
Northern,Arua,30.9748277,2.8490849,1028.687211,July,Treated,2021A,3.6
Northern,Arua,30.9095263,2.9006954,1271.839625,July,Treated,2021A,0
Northern,Arua,30.9094382,2.900449,1282.166283,July,Control,2021A,0
Northern,Arua,30.8945252,2.8156103,1390.061124,July,Control,2021A,2.8
Northern,Arua,30.8942826,2.8157774,1380.078922,July,Treated,2021A,2
Northern,Arua,30.9102287,2.7185725,1292.071992,July,Treated,2021A,28.3
Northern,Arua,30.9105977,2.7186382,1302.162142,July,Control,2021A,37.2
Northern,Arua,30.8655986,2.7071664,1410.239214,July,Treated,2021A,93.9
Northern,Arua,30.8657461,2.7070985,1417.277531,July,Control,2021A,175
Northern,Arua,30.846919,2.7199704,1441.040618,July,Treated,2021A,45.8
Northern,Arua,30.847295,2.7198459,1456.679961,July,Control,2021A,58.6
Central,Buikwe,33.1025185,0.3330133,1198.264623,May,Control,2021A,0
Central,Buikwe,33.0899796,0.3336657,1187.955701,May,Treated,2021A,4.2
Central,Buikwe,33.0899865,0.333648,1172.119578,May,Control,2021A,6.3
Central,Buikwe,33.1337327,0.3006171,1148.506939,May,Treated,2021A,4.1
Central,Buikwe,33.1337252,0.3006896,1140.92399,May,Control,2021A,6
Central,Buikwe,33.1259958,0.2614305,1131.316132,May,Treated,2021A,2.4
Central,Buikwe,33.1261095,0.2615219,1141.955327,May,Control,2021A,3.5
Central,Buikwe,32.9791825,0.2963674,1278.708206,May,Treated,2021A,1.7
Central,Buikwe,32.9792536,0.2972578,1172.453712,May,Control,2021A,4.5
Central,Buikwe,32.992857,0.3016411,1236.084653,May,Control,2021A,3.1
Central,Buikwe,32.992836,0.3013836,1217.978246,May,Treated,2021A,1.9
Central,Buikwe,32.9956591,0.3063726,1269.246908,May,Treated,2021A,2.3
Central,Buikwe,32.9952004,0.3067648,1260.074497,May,Control,2021A,5.1
Central,Buikwe,33.0123232,0.2919142,1223.974218,May,Treated,2021A,2
Central,Buikwe,33.0125195,0.2917268,1214.603628,May,Control,2021A,5.1
Central,Buikwe,33.0111185,0.2847807,1210.204514,May,Treated,2021A,2.8
Central,Buikwe,33.0111752,0.2847348,1209.51245,May,Control,2021A,2.7
Central,Buikwe,33.0106806,0.3149696,1262.154547,May,Control,2021A,1.7
Central,Buikwe,33.0104291,0.3150337,1257.840255,May,Treated,2021A,1.4
Eastern,Bukedea,34.1491696,1.2723382,1126.540968,June,Treated,2021A,1.8
Eastern,Bukedea,34.1489035,1.272769,1119.584747,June,Control,2021A,11.8
Eastern,Bukedea,34.147531,1.2735768,1108.987694,June,Treated,2021A,0.86
Eastern,Bukedea,34.14737,1.2741272,1119.915184,June,Control,2021A,2
Eastern,Bukedea,34.1370246,1.3067611,1111.577824,June,Treated,2021A,22.8
Eastern,Bukedea,34.1368882,1.3052009,1102.548093,June,Control,2021A,25
Eastern,Bukedea,34.2086348,1.3707683,1042.182871,June,Treated,2021A,1.6
Eastern,Bukedea,34.2628134,1.3932284,1049.024002,June,Control,2021A,16.5
Eastern,Bukedea,34.2634338,1.3930329,1047.164424,June,Treated,2021A,5.8
Eastern,Bukedea,34.0852975,1.4215116,1124.347555,June,Control,2021A,2.2
Eastern,Bukedea,34.0855101,1.4204274,1122.487919,June,Treated,2021A,0.77
Eastern,Bukedea,34.0953097,1.4440691,1068.073253,June,Treated,2021A,1.1
Eastern,Bukedea,34.0962248,1.4443,1070.326604,June,Control,2021A,1.6
Eastern,Bukedea,34.1303203,1.4376783,1074.322777,June,Control,2021A,39.9
Eastern,Bukedea,34.1290234,1.4450274,1049.410299,June,Treated,2021A,10.2
Northern,Dokolo,33.2698188,1.9827838,1104.672365,July,Control,2021A,0
Northern,Dokolo,33.2697763,1.9835948,1110.004901,July,Treated,2021A,0
Northern,Dokolo,33.2651586,1.97177,1103.781985,July,Control,2021A,0
Northern,Dokolo,33.2659009,1.9704994,1091.743319,July,Treated,2021A,0
Northern,Dokolo,33.1738357,1.9109865,1077.205022,July,Treated,2021A,0
Northern,Dokolo,33.1732104,1.9107451,1068.197005,July,Control,2021A,0
Northern,Dokolo,33.1596269,1.8977739,1085.55442,July,Control,2021A,0
Northern,Dokolo,33.1405153,1.8649868,1057.943147,July,Treated,2021A,0
Northern,Dokolo,33.1404539,1.8656507,1065.252911,July,Control,2021A,0
Northern,Dokolo,33.1343012,1.8628399,1067.504156,July,Control,2021A,0
Northern,Dokolo,33.1348279,1.8630075,1065.283549,July,Treated,2021A,0
Northern,Dokolo,33.1006528,1.8280195,1048.426979,July,Control,2021A,0
Northern,Dokolo,33.1009542,1.8280264,1055.957537,July,Treated,2021A,0
Northern,Dokolo,33.0731912,1.8406128,1024.403945,July,Control,2021A,0
Northern,Dokolo,33.0735006,1.8406762,1024.543973,July,Treated,2021A,0
Northern,Dokolo,33.071149,1.8930693,1051.494871,July,Control,2021A,0
Northern,Dokolo,33.0705888,1.8928716,1046.925495,July,Treated,2021A,0
Northern,Dokolo,33.1319648,1.8559977,1050.481464,July,Control,2021A,0
Northern,Dokolo,33.1324322,1.856044,1051.237421,July,Treated,2021A,0
Northern,Gulu,32.8631986,3.0797703,979.2443128,July,Control,2021A,0
Northern,Gulu,32.4427008,2.8891823,1032.737901,July,Control,2021A,116.6
Northern,Gulu,32.4429092,2.8884304,1032.422564,July,Treated,2021A,28.8
Northern,Gulu,32.5017918,2.8489384,1009.011916,July,Treated,2021A,1.9
Northern,Gulu,32.501348,2.8487972,1010.717299,July,Control,2021A,0
Northern,Gulu,32.511144,2.93498,985.1825274,July,Control,2021A,2.3
Northern,Gulu,32.5118238,2.9350747,994.9231134,July,Treated,2021A,1.9
Northern,Gulu,32.3416351,2.8024562,1070.670451,July,Treated,2021A,0
Northern,Gulu,32.3421524,2.8026794,1077.425257,July,Control,2021A,0
Northern,Gulu,32.300093,2.9230469,993.1072943,July,Control,2021A,2.8
Northern,Gulu,32.2998911,2.9224899,987.3593091,July,Treated,2021A,2.1
Northern,Gulu,32.2850274,2.8842461,1021.508368,July,Treated,2021A,1.9
Northern,Gulu,32.2844569,2.8843545,1014.22246,July,Control,2021A,2.5
Northern,Gulu,32.2657217,2.9200524,1019.616007,July,Treated,2021A,1.7
Northern,Gulu,32.265534,2.9195698,1008.496411,July,Control,2021A,7.2
Western,Hoima,31.2784121,1.5317418,1065.36048,May,Treated,2021A,1.8
Western,Hoima,31.2784938,1.5318469,1049.441954,May,Control,2021A,2.4
Western,Hoima,31.30795,1.5202445,1078.354794,May,Treated,2021A,1.1
Western,Hoima,31.3079004,1.520192,1077.461874,May,Control,2021A,3.1
Western,Hoima,31.4089951,1.5448366,1147.413079,May,Treated,2021A,2.7
Western,Hoima,31.4089586,1.5448783,1147.65325,May,Control,2021A,3.1
Western,Hoima,31.3126747,1.5846286,1067.694502,May,Treated,2021A,7.8
Western,Hoima,31.3128386,1.5847938,1068.505779,May,Control,2021A,0
Western,Hoima,31.3632741,1.6720981,1054.328944,May,Treated,2021A,2.2
Western,Hoima,31.3632913,1.6716806,1054.80333,May,Control,2021A,3.3
Western,Hoima,31.357824,1.6059001,1061.314853,May,Treated,2021A,3.4
Western,Hoima,31.3578572,1.6060292,1049.770686,May,Control,2021A,14.2
Western,Hoima,31.3277386,1.5785468,1058.980441,May,Treated,2021A,4.7
Western,Hoima,31.3278004,1.5789435,1052.512457,May,Control,2021A,39.5
Eastern,Iganga,33.4732981,0.7829235,1120.409108,May,Treated,2021A,2.4
Eastern,Iganga,33.4745728,0.7828179,1110.288392,May,Control,2021A,3.4
Eastern,Iganga,33.5232742,0.779991,1079.165898,May,Treated,2021A,2.2
Eastern,Iganga,33.5224492,0.7808529,1089.508799,May,Control,2021A,3.1
Eastern,Iganga,33.4816586,0.7001511,1116.621288,May,Treated,2021A,2
Eastern,Iganga,33.4810962,0.7003155,1114.721299,May,Control,2021A,2.2
Eastern,Iganga,33.4929031,0.687839,1114.282134,May,Treated,2021A,3.2
Eastern,Iganga,33.4929494,0.6872797,1108.866367,May,Control,2021A,3.6
Eastern,Iganga,33.5307969,0.7161899,1067.378896,May,Control,2021A,27.2
Eastern,Iganga,33.530247,0.715453,1068.930756,May,Treated,2021A,3.2
Eastern,Iganga,33.4350668,0.6901363,1102.299911,May,Treated,2021A,4.1
Eastern,Iganga,33.4350081,0.6905836,1112.52842,May,Control,2021A,24.6
Eastern,Iganga,33.4660118,0.6779934,1130.487566,May,Control,2021A,18.2
Eastern,Iganga,33.4639052,0.6601988,1121.423786,May,Treated,2021A,5.1
Eastern,Iganga,33.4633719,0.6602166,1119.530719,May,Control,2021A,18.2
Eastern,Iganga,33.5016402,0.8039597,1096.658981,May,Treated,2021A,0.59
Eastern,Iganga,33.5016263,0.8051305,1074.844078,May,Control,2021A,0
Western,Kanungu,29.7184063,-0.704548,1098.991821,May,Treated,2021A,1.7
Western,Kanungu,29.7184253,-0.7048036,1110.971069,May,Control,2021A,0
Western,Kanungu,29.7385088,-0.6657706,1082.081787,May,Treated,2021A,0
Western,Kanungu,29.7381167,-0.6663687,1085.243164,May,Control,2021A,1.4
Eastern,Kapchorwa,34.4805454,1.3606326,2078.353602,July,Treated,2021A,3.2
Eastern,Kapchorwa,34.479575,1.360449,2118.194351,July,Control,2021A,153
Eastern,Kapchorwa,34.4710939,1.3863685,2012.504894,July,Control,2021A,2.5
Eastern,Kapchorwa,34.470733,1.3864406,2012.508208,July,Treated,2021A,2.6
Eastern,Kapchorwa,34.4763827,1.4052052,1916.543369,July,Treated,2021A,1.9
Eastern,Kapchorwa,34.4764926,1.4056927,1905.645686,July,Control,2021A,1.8
Eastern,Kapchorwa,34.4471762,1.3863268,1974.144461,July,Control,2021A,2
Eastern,Kapchorwa,34.4473362,1.3863839,1965.603449,July,Treated,2021A,1.1
Eastern,Kapchorwa,34.4484155,1.3843467,2019.230011,July,Control,2021A,2.5
Eastern,Kapchorwa,34.4485406,1.3848424,2015.409934,July,Treated,2021A,2.5
Eastern,Kapchorwa,34.4211775,1.3919565,1820.350961,July,Control,2021A,1.9
Eastern,Kapchorwa,34.4217968,1.3916025,1840.012312,July,Treated,2021A,1.8
Eastern,Kapchorwa,34.4090028,1.3957218,1791.287827,July,Treated,2021A,1.1
Eastern,Kapchorwa,34.4089661,1.3959256,1798.469957,July,Control,2021A,1.6
Eastern,Kapchorwa,34.4067801,1.3880635,1770.318322,July,Treated,2021A,1.2
Eastern,Kapchorwa,34.4064889,1.388281,1750.882017,July,Control,2021A,1.3
Eastern,Kapchorwa,34.4018489,1.3899036,1741.021044,July,Treated,2021A,2.7
Eastern,Kapchorwa,34.4017485,1.3900126,1729.322833,July,Control,2021A,2.5
Eastern,Kapchorwa,34.4241001,1.3876036,1816.499055,July,Treated,2021A,1.7
Eastern,Kapchorwa,34.4241243,1.3875849,1822.195053,July,Control,2021A,3.6
Western,Kasese,29.8413864,-0.0348566,1020.062419,May,Treated,2021A,2
Western,Kasese,30.2042318,-0.0349147,1012.812548,May,Control,2021A,5.4
Western,Kasese,29.8291856,-0.019947,1018.570809,May,Treated,2021A,1.2
Western,Kasese,29.8457247,-0.0197453,1019.219042,May,Control,2021A,3.4
Western,Kasese,29.8350815,-0.0138853,1011.238433,May,Control,2021A,2.9
Western,Kasese,29.8359283,0.0112171,1049.895771,May,Control,2021A,20.9
Western,Kasese,30.2275098,0.3629692,1183.546199,May,Control,2021A,1.5
Western,Kasese,29.8284966,0.3630356,1179.687858,May,Treated,2021A,0.15
Western,Kasese,29.8356334,1.41E-04,1036.156912,May,Treated,2021A,3.3
Western,Kasese,29.8356946,5.45E-04,1042.218769,May,Control,2021A,7.2
Western,Kasese,29.8412442,0.011481,1038.504741,May,Treated,2021A,1.4
Eastern,Kumi,33.8069433,1.3447732,1042.662435,July,Treated,2021A,1.6
Eastern,Kumi,33.8125696,1.3449409,1047.541447,July,Control,2021A,5.9
Eastern,Kumi,33.9234793,1.3819859,1108.152835,July,Control,2021A,1.8
Eastern,Kumi,33.8652094,1.3813281,1111.468048,July,Treated,2021A,1.7
Eastern,Kumi,33.865625,1.3794969,1050.692708,July,Treated,2021A,0
Eastern,Kumi,33.8662044,1.3797017,1046.914033,July,Control,2021A,0
Eastern,Kumi,33.9163882,1.3913116,1089.238878,July,Treated,2021A,0
Eastern,Kumi,33.9021337,1.391677,1093.040422,July,Control,2021A,0
Northern,Lira,32.916994,2.1689346,1126.792879,July,Treated,2021A,2
Northern,Lira,33.002764,2.1691425,1123.366192,July,Control,2021A,2.5
Northern,Lira,33.0029484,2.1027781,1058.217895,July,Control,2021A,0
Northern,Lira,32.9992717,2.102525,1063.47929,July,Treated,2021A,0
Northern,Lira,32.9991574,2.0633403,1033.228918,July,Control,2021A,0
Northern,Lira,33.0127793,2.0636014,1047.311384,July,Treated,2021A,0
Northern,Lira,33.013231,2.1211814,1047.68575,July,Treated,2021A,14.4
Northern,Lira,33.0192639,2.1212588,1050.033566,July,Control,2021A,14.9
Northern,Lira,32.9878923,2.2670176,1101.816631,July,Control,2021A,1.7
Northern,Lira,32.9251012,2.2672525,1103.880356,July,Treated,2021A,1.3
Northern,Lira,32.9254341,2.3088557,1128.445561,July,Treated,2021A,47.7
Northern,Lira,32.9219441,2.3087168,1091.352766,July,Control,2021A,118.7
Northern,Lira,32.9221299,2.4197138,1069.753438,July,Treated,2021A,2
Northern,Lira,32.9808683,2.4203105,1067.1826,July,Control,2021A,26.2
Northern,Lira,32.9817081,2.4259097,1060.711933,July,Control,2021A,7
Northern,Lira,32.9372192,2.4259144,1080.091606,July,Treated,2021A,1.5
Northern,Lira,32.9372192,2.4566488,1058.522594,July,Treated,2021A,1.3
Northern,Lira,32.9372688,2.4566488,1058.522594,July,Control,2021A,2.2
Northern,Lira,32.9865009,2.4569078,1066.742882,July,Treated,2021A,0
Western,Masindi,31.7771597,1.7906667,1099.135628,May,Treated,2021A,2.9
Western,Masindi,31.797764,1.7906039,1093.637027,May,Control,2021A,3.2
Western,Masindi,31.7669134,1.8458186,1031.239867,May,Treated,2021A,4.2
Western,Masindi,31.7707038,1.8456545,1034.82331,May,Control,2021A,5.7
Western,Masindi,31.7773805,1.8470677,1031.739533,May,Control,2021A,4.2
Western,Masindi,31.8589108,1.8469974,1031.689414,May,Treated,2021A,2.8
Western,Masindi,31.8589973,1.8305611,1087.466568,May,Control,2021A,0
Western,Masindi,31.7773805,1.830301,1091.586481,May,Treated,2021A,0
Western,Masindi,31.8284714,1.6383475,1081.489614,May,Treated,2021A,1.2
Western,Masindi,31.8202922,1.6385076,1073.001029,May,Control,2021A,21.8
Western,Masindi,31.8665777,1.6451065,1055.746732,May,Treated,2021A,2.1
Western,Masindi,31.8665777,1.6453564,1056.086532,May,Control,2021A,0
Western,Masindi,31.8665802,1.6235015,1080.567104,May,Control,2021A,0
Central,Mityana,32.0264666,0.5075252,1296.613177,May,Control,2021A,1.8
Central,Mityana,32.042994,0.5245828,1349.946452,May,Control,2021A,37.6
Central,Mityana,32.066306,0.5550794,1386.873583,May,Control,2021A,3.1
Central,Mityana,31.9710521,0.5548232,1382.847914,May,Treated,2021A,0.9
Central,Mityana,31.9710143,0.5791501,1277.14103,May,Control,2021A,3.7
Central,Mityana,31.9595057,0.5788639,1277.09956,May,Treated,2021A,0
Central,Mityana,31.9593626,0.5600082,1217.726641,May,Control,2021A,0
Central,Mityana,31.9501004,0.5601922,1209.475764,May,Treated,2021A,0
Central,Mityana,32.1296176,0.5972885,1187.287876,May,Treated,2021A,1.7
Central,Mityana,32.1113637,0.597385,1193.543914,May,Control,2021A,3.1
Northern,Moroto,34.7069939,2.4447936,1430.801653,July,Treated,2021A,1.8
Northern,Moroto,34.7857229,2.4450854,1431.337098,July,Control,2021A,4
Northern,Moroto,34.7857978,2.3933899,1468.58796,July,Control,2021A,0
Northern,Moroto,34.6972926,2.3933396,1466.773165,July,Treated,2021A,0
Northern,Moroto,34.6241812,2.5089245,1248.958406,July,Control,2021A,0
Northern,Moyo,31.5551858,3.5926723,739.3432749,July,Treated,2021A,1
Northern,Moyo,31.5604531,3.5929035,745.7129288,July,Control,2021A,1.2
Northern,Moyo,31.6125663,3.5586517,727.555693,July,Treated,2021A,1.3
Northern,Moyo,31.5855771,3.5586829,729.3785007,July,Control,2021A,2.5
Northern,Moyo,31.7120882,3.5865199,750.6979447,July,Control,2021A,3.5
Northern,Moyo,31.6126207,3.5868844,748.1225009,July,Treated,2021A,2.1
Northern,Moyo,31.7128253,3.670992,947.6482837,July,Control,2021A,5.8
Northern,Moyo,31.7268647,3.6705665,933.8243522,July,Treated,2021A,1.9
Central,Mubende,31.3937284,0.6051387,1318.485747,June,Treated,2021A,2.6
Central,Mubende,31.6015017,0.6046958,1267.180817,June,Control,2021A,7.2
Central,Mubende,31.418073,0.6537168,1294.83824,June,Treated,2021A,0
Central,Mubende,31.6135963,0.6538045,1294.172698,June,Control,2021A,0
Central,Mubende,31.4185674,0.6532392,1299.519109,June,Treated,2021A,1.7
Central,Mubende,31.6001115,0.6520269,1304.052421,June,Control,2021A,2.8
Central,Mubende,31.3169664,0.6033754,1301.300147,June,Treated,2021A,4.7
Central,Mubende,31.5806925,0.6033052,1298.853005,June,Control,2021A,0
Central,Mubende,31.5071638,0.5122814,1265.474689,June,Treated,2021A,0
Central,Mubende,31.5823626,0.5122061,1263.813622,June,Control,2021A,1.1
Central,Mubende,31.526427,0.4860003,1230.021835,June,Treated,2021A,3.3
Central,Mubende,31.5935168,0.4862178,1240.891574,June,Control,2021A,4.1
Central,Mubende,31.5264141,0.4857181,1236.53781,June,Treated,2021A,0.51
Central,Mubende,31.2309526,0.485604,1234.428847,June,Control,2021A,2
Central,Mubende,31.190879,0.3704921,1221.82563,June,Control,2021A,3.9
Central,Mubende,31.5777179,0.4921208,1238.846414,June,Treated,2021A,1.7
Central,Mubende,31.2011983,0.4922907,1250.088554,June,Control,2021A,16.4
Central,Mukono,32.7781471,0.2304081,1217.931032,May,Control,2021A,43.5
Central,Mukono,32.794372,0.2302592,1200.538434,May,Treated,2021A,4
Central,Mukono,32.7784759,0.2459521,1165.950768,May,Treated,2021A,2.3
Central,Mukono,32.791094,0.2462544,1168.965617,May,Control,2021A,2.4
Central,Mukono,32.7912081,0.2790336,1184.760674,May,Treated,2021A,4
Central,Mukono,32.8221094,0.2792002,1194.452034,May,Control,2021A,8.2
Central,Mukono,32.821693,0.1995689,1132.351052,May,Treated,2021A,1.5
Central,Mukono,32.8213374,0.1994223,1124.224928,May,Control,2021A,1.8
Central,Mukono,32.8213202,0.2207372,1172.873121,May,Treated,2021A,1.8
Central,Mukono,32.84099,0.2208024,1166.863994,May,Control,2021A,2.2
Central,Mukono,32.8413594,0.5568951,1101.767119,May,Treated,2021A,0
Central,Mukono,32.8498077,0.556972,1103.787863,May,Control,2021A,0
Central,Mukono,32.8496926,0.5332617,1129.737563,May,Treated,2021A,2.5
Central,Mukono,32.8602204,0.533433,1129.084476,May,Control,2021A,5.5
Central,Mukono,32.8602182,0.513094,1102.832323,May,Treated,2021A,1.2
Central,Mukono,32.8777791,0.5131286,1098.517809,May,Control,2021A,3.9
Central,Mukono,32.87757,0.4992299,1071.777458,May,Treated,2021A,0
Central,Mukono,32.8226994,0.4991573,1062.70555,May,Control,2021A,1.9
Northern,Nakapiripirit,34.6011295,1.7735509,1122.579862,July,Treated,2021A,0
Northern,Nakapiripirit,34.5359126,1.7736311,1129.705779,July,Control,2021A,0
Northern,Nakapiripirit,34.536358,1.7689071,1094.073974,July,Control,2021A,13
Northern,Nakapiripirit,34.6118135,1.7686595,1098.799482,July,Treated,2021A,3.2
Northern,Nakapiripirit,34.598889,1.7710973,1131.967776,July,Treated,2021A,0
Northern,Nakapiripirit,34.5191525,1.7709363,1140.010805,July,Control,2021A,0
Northern,Nakapiripirit,34.5895104,1.8692186,1119.163785,July,Treated,2021A,4.9
Northern,Nakapiripirit,31.8094214,1.8697968,1117.922696,July,Control,2021A,99.5
Northern,Pader,33.0779116,2.924747,1046.368421,July,Control,2021A,2
Northern,Pader,33.0796836,2.9247191,1050.674677,July,Treated,2021A,2
Northern,Pader,33.0793853,2.9919254,1050.859441,July,Treated,2021A,1.6
Northern,Pader,33.0623305,2.9918348,1056.769776,July,Control,2021A,1.5
Northern,Pader,33.0625793,3.0757527,1109.54494,July,Treated,2021A,0.83
Northern,Pader,33.0554089,3.0759251,1100.006665,July,Control,2021A,2.1
Northern,Pader,33.054661,3.1222984,1109.081433,July,Control,2021A,29.2
Northern,Pader,33.0624676,3.1220469,1106.213381,July,Treated,2021A,3.9
Northern,Pader,32.8941931,3.1245288,976.07261,July,Treated,2021A,2
Northern,Pader,32.9169564,3.1245894,975.0508658,July,Control,2021A,2.6
Northern,Pader,32.9171314,3.1859455,984.0208127,July,Control,2021A,0
Northern,Pader,32.9203238,3.1866627,983.5446104,July,Treated,2021A,0
Northern,Pader,32.9203536,3.1481706,965.4681404,July,Treated,2021A,29
Northern,Pader,32.8635883,3.1486847,966.07326,July,Control,2021A,148.7
Northern,Pader,32.8635883,3.0798489,975.4347555,July,Control,2021A,7.6
Northern,Pader,33.7224859,3.0798489,975.4347555,July,Treated,2021A,4.6
Eastern,Serere,33.343763,1.4933868,1070.064182,July,Treated,2021A,1.8
Eastern,Serere,33.4569402,1.4929138,1066.731152,July,Control,2021A,2.3
Eastern,Serere,33.4726626,1.5654417,1047.972874,July,Control,2021A,0
Eastern,Serere,33.3585055,1.5071641,1040.188548,July,Treated,2021A,0
Eastern,Serere,33.3436274,1.506515,1034.450665,July,Control,2021A,0
Eastern,Serere,33.3911543,1.4405848,1023.196696,July,Treated,2021A,1.8
Eastern,Serere,33.3587049,1.4412512,1021.939003,July,Control,2021A,2.7
Eastern,Serere,33.4500072,1.4514545,1039.555662,July,Treated,2021A,0.97
Eastern,Serere,33.3913811,1.4518186,1031.698471,July,Control,2021A,2.5
Eastern,Serere,33.449692,1.5213416,1087.009826,July,Treated,2021A,2.2
Eastern,Serere,33.450495,1.5211616,1080.964247,July,Control,2021A,2.3
Eastern,Soroti,33.7045852,1.8074951,1072.701663,July,Control,2021A,2.4
Eastern,Soroti,33.7136969,1.8069702,1062.76446,July,Treated,2021A,1.6
Eastern,Tororo,33.991405,0.8349411,1101.341748,May,Control,2021A,2.9
Eastern,Tororo,34.0257354,0.8190192,1078.739019,May,Treated,2021A,3.5
Eastern,Tororo,33.9900983,0.8191298,1081.387812,May,Control,2021A,4
Eastern,Tororo,34.0199637,0.807535,1106.683476,May,Treated,2021A,1.7
Eastern,Bukedea,34.0687887,1.2858845,1139.030593,Oct,Treated,2021B,0.5
Eastern,Bukedea,34.0696371,1.2859314,1121.864815,Oct,Control,2021B,1
Eastern,Bukedea,34.0704527,1.2903548,1124.139077,Oct,Treated,2021B,0.5
Western,Masindi,31.7853463,1.8246936,1097.518476,Oct,Treated,2021B,2.5
Eastern,Bukedea,34.0706268,1.289939,1121.047415,Oct,Control,2021B,2.3
Eastern,Bukedea,34.0955165,1.3097704,1092.798178,Oct,Treated,2021B,0
Eastern,Bukedea,34.0956374,1.310156,1090.163101,Oct,Control,2021B,0
Western,Masindi,31.7733279,1.8163396,1105.227684,Oct,Control,2021B,0.3
Eastern,Bukedea,34.052632,1.2781885,1127.03438,Oct,Treated,2021B,0
Eastern,Bukedea,34.0524619,1.2781037,1136.09104,Oct,Control,2021B,0
Eastern,Bukedea,34.0470344,1.2655198,1119.527528,Oct,Treated,2021B,0.7
Eastern,Bukedea,34.0468894,1.2655156,1118.428922,Oct,Control,2021B,1
Western,Masindi,31.7669826,1.8175814,1102.551796,Oct,Treated,2021B,0.7
Western,Masindi,31.7850854,1.8176579,1107.640187,Oct,Control,2021B,0
Eastern,Bukedea,34.0604237,1.263156,1099.570716,Oct,Treated,2021B,0.3
Eastern,Bukedea,34.0609012,1.263207,1104.66332,Oct,Control,2021B,1.3
Eastern,Bukedea,34.0604863,1.2624663,1103.424507,Oct,Treated,2021B,0
Eastern,Bukedea,34.0609134,1.2624237,1103.314866,Oct,Control,2021B,0
Eastern,Bukedea,34.0588723,1.2559287,1096.074666,Oct,Treated,2021B,0
Eastern,Bukedea,34.0589704,1.2559932,1081.728892,Oct,Control,2021B,0
Eastern,Bukedea,34.0621185,1.2508376,1111.574061,Oct,Treated,2021B,1.4
Eastern,Bukedea,34.0620645,1.2508726,1108.997101,Oct,Control,2021B,2.1
Eastern,Bukedea,34.1131071,1.2245844,1142.140151,Oct,Treated,2021B,0
Eastern,Bukedea,34.1136372,1.224933,1144.647672,Oct,Control,2021B,0
Eastern,Bukedea,34.1148678,1.2253271,1146.921798,Oct,Treated,2021B,18.9
Eastern,Bukedea,34.1149445,1.2248754,1139.727194,Oct,Control,2021B,89.4
Eastern,Bukedea,34.0819165,1.2496131,1132.607109,Oct,Treated,2021B,0
Eastern,Bukedea,34.081592,1.2495603,1134.635056,Oct,Control,2021B,0
Eastern,Bukedea,34.0811948,1.2508822,1129.338732,Oct,Treated,2021B,0.5
Eastern,Bukedea,34.080775,1.250871,1122.090611,Oct,Control,2021B,3.5
Eastern,Bukedea,34.1078456,1.259636,1137.633914,Oct,Treated,2021B,0
Eastern,Bukedea,34.1079962,1.2595246,1142.462634,Oct,Control,2021B,0
Eastern,Bulambuli,34.2768858,1.3155956,1058.675617,Oct,Treated,2021B,0.3
Eastern,Bulambuli,34.2768745,1.3155991,1064.589997,Oct,Control,2021B,0.5
Eastern,Bulambuli,34.2767461,1.3163652,1066.630454,Oct,Control,2021B,0.6
