Region,District,GPS_longitude,GPS_latitude,Altitude,Month,Treatment,Season,Aflatoxin
Western,Sheema,30.1501317,-0.7027191,1508.129299,Oct,Control,2022B,1.5
Western,Sheema,30.1510447,-0.6881001,1473.614205,Oct,Treated,2022B,1.8
Western,Sheema,30.1513288,-0.6879434,1492.098905,Oct,Control,2022B,0
Western,Sheema,30.1917823,-0.739247,1470.526534,Oct,Treated,2022B,0
Western,Sheema,30.1918331,-0.7391859,1460.20703,Oct,Control,2022B,0
Western,Sheema,30.1918228,-0.7411575,1477.959588,Oct,Treated,2022B,1.2
Western,Sheema,30.1918151,-0.7412751,1464.084978,Oct,Control,2022B,0
Western,Sheema,30.1806223,-0.7349021,1458.145369,Oct,Treated,2022B,0.83
Western,Sheema,30.1805845,-0.7347772,1464.140519,Oct,Control,2022B,1.2
Eastern,Tororo,34.1022634,0.7312265,1178.350586,Oct,Control,2022B,0
Eastern,Tororo,34.1037019,0.7306527,1171.244507,Oct,Treated,2022B,0
Eastern,Tororo,34.1100343,0.7606384,1178.985962,Oct,Control,2022B,2.5
Eastern,Tororo,34.11097,0.7609225,1176.250366,Oct,Treated,2022B,0.71
Eastern,Tororo,34.1089253,0.7625051,1174.205322,Oct,Control,2022B,44
Eastern,Tororo,34.1119102,0.7605867,1176.87146,Oct,Treated,2022B,0
Eastern,Tororo,34.0900161,0.7699329,1187.562378,Oct,Control,2022B,27.7
Eastern,Tororo,34.091513,0.7675967,1175.992676,Oct,Treated,2022B,0
Eastern,Tororo,34.1076962,0.7619674,1164.178589,Oct,Control,2022B,0
Eastern,Tororo,34.1081019,0.7612188,1171.146362,Oct,Treated,2022B,2.9
Eastern,Tororo,34.0894626,0.7746621,1167.355469,Oct,Control,2022B,0
Eastern,Tororo,34.0892336,0.7762845,1167.787109,Oct,Treated,2022B,2.2
Eastern,Tororo,34.0988306,0.7688386,1178.975952,Oct,Control,2022B,14.1
Eastern,Tororo,34.0979632,0.7727202,1173.071533,Oct,Treated,2022B,3.9
Eastern,Tororo,34.0790168,0.7870852,1146.408691,Oct,Control,2022B,0.07
Eastern,Tororo,34.0781986,0.7860528,1150.88501,Oct,Treated,2022B,0.11
Eastern,Tororo,34.1013949,0.7241545,1173.04895,Oct,Control,2022B,0
Eastern,Tororo,34.1041418,0.7268172,1164.223023,Oct,Treated,2022B,0
Eastern,Tororo,34.0734816,0.7880416,1146.30127,Oct,Control,2022B,0.84
Eastern,Tororo,34.0726593,0.7848668,1146.226929,Oct,Treated,2022B,0.05
Eastern,Tororo,34.095298,0.7138298,1160.880249,Oct,Control,2022B,8.1
Eastern,Tororo,34.0943386,0.7146436,1153.232056,Oct,Treated,2022B,0.26
Eastern,Tororo,34.0950135,0.7146729,1158.94397,Oct,Control,2022B,4.2
Eastern,Tororo,34.0950302,0.7146522,1172.312866,Oct,Treated,2022B,0.23
Eastern,Tororo,34.0945832,0.7101343,1168.210449,Oct,Control,2022B,0
Eastern,Tororo,34.0946413,0.7101256,1163.558228,Oct,Treated,2022B,0
Eastern,Tororo,34.0929375,0.7103519,1172.188965,Oct,Control,2022B,17.5
Eastern,Tororo,34.0931927,0.7081433,1171.518189,Oct,Treated,2022B,0.79
Eastern,Tororo,34.0915261,0.7102155,1169.814697,Oct,Control,2022B,0
Eastern,Tororo,34.0899002,0.7108019,1145.498657,Oct,Treated,2022B,0
Eastern,Tororo,34.0903779,0.7123786,1186.958862,Oct,Control,2022B,0.8
Eastern,Tororo,34.0910869,0.7125018,1165.480347,Oct,Treated,2022B,0.57
